longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.6,38.0,36.0,4869.0,871.0,1899.0,827.0,4.2,302000
-122.6,38.0,21.0,2198.0,462.0,1100.0,449.0,4.1,246600
-122.6,38.0,35.0,8814.0,1307.0,3450.0,1258.0,6.2,414300
-122.6,38.0,45.0,2404.0,425.0,926.0,400.0,5.0,320100
-122.6,38.0,38.0,5587.0,996.0,2466.0,1027.0,4.2,336900
-122.6,38.0,49.0,2860.0,552.0,1178.0,522.0,4.6,355000
-122.6,38.0,52.0,3675.0,649.0,1553.0,639.0,4.7,316300
-122.6,38.0,52.0,1180.0,216.0,467.0,197.0,5.0,292200
-122.6,38.0,36.0,2649.0,542.0,1111.0,557.0,4.8,345700
-122.6,38.0,52.0,1833.0,324.0,735.0,306.0,4.7,398900
-122.6,38.0,47.0,5416.0,1115.0,2177.0,1027.0,3.5,382100
-122.6,38.0,52.0,2232.0,291.0,731.0,253.0,7.1,500001
-122.6,38.0,52.0,3458.0,468.0,1449.0,471.0,9.2,500001
-122.6,38.0,34.0,2677.0,411.0,933.0,410.0,6.1,500001
-122.6,37.9,36.0,2023.0,242.0,653.0,241.0,10.6,500001
-122.6,38.0,29.0,377.0,58.0,151.0,67.0,9.6,500001
-122.5,38.0,44.0,1552.0,204.0,596.0,208.0,10.1,500001
-122.5,38.0,33.0,2534.0,495.0,996.0,449.0,4.3,500001
-122.5,38.0,38.0,2310.0,400.0,971.0,386.0,5.7,435700
-122.5,38.0,33.0,4448.0,631.0,1675.0,628.0,7.9,468800
-122.5,38.0,22.0,7446.0,1979.0,2980.0,1888.0,3.6,271300
-122.5,38.0,36.0,4385.0,620.0,1549.0,626.0,8.4,470500
-122.5,37.9,42.0,2171.0,362.0,887.0,347.0,6.6,393200
-122.5,37.9,43.0,2998.0,470.0,970.0,430.0,5.5,431800
-122.5,37.9,39.0,3670.0,775.0,1519.0,788.0,4.4,435200
-122.5,37.9,26.0,3990.0,804.0,1550.0,792.0,5.2,405500
-122.5,37.9,18.0,1804.0,284.0,600.0,241.0,6.0,500001
-122.5,37.9,18.0,878.0,255.0,384.0,247.0,4.7,200000
-122.5,37.9,34.0,2782.0,502.0,1219.0,507.0,5.1,333900
-122.5,37.9,32.0,2622.0,541.0,1022.0,464.0,3.8,375000
-122.5,37.9,24.0,421.0,64.0,163.0,75.0,14.6,500001
-122.5,37.9,42.0,1741.0,301.0,723.0,306.0,5.5,410500
-122.5,37.9,37.0,1722.0,352.0,648.0,337.0,4.1,310300
-122.5,37.9,45.0,1530.0,324.0,608.0,328.0,3.9,390800
-122.5,37.9,47.0,793.0,163.0,334.0,151.0,5.9,317800
-122.5,37.9,32.0,2639.0,415.0,1013.0,408.0,6.2,349200
-122.5,37.9,30.0,2270.0,359.0,974.0,351.0,5.6,300900
-122.5,37.9,26.0,2170.0,347.0,849.0,318.0,6.3,386200
-122.5,37.9,2.0,647.0,136.0,203.0,118.0,6.6,310000
-122.5,37.9,16.0,2947.0,802.0,1385.0,743.0,3.7,318000
-122.5,37.9,35.0,2492.0,409.0,812.0,373.0,8.8,500001
-122.5,37.9,36.0,4471.0,618.0,1315.0,582.0,11.6,500001
-122.4,37.9,27.0,2682.0,382.0,935.0,369.0,10.1,500001
-122.5,37.9,31.0,7001.0,1282.0,2755.0,1267.0,5.5,441100
-122.5,37.9,23.0,1650.0,403.0,541.0,336.0,6.0,500001
-122.5,37.9,23.0,10774.0,1736.0,3895.0,1683.0,7.3,500001
-122.4,37.9,30.0,3763.0,717.0,1292.0,632.0,8.5,500001
-122.5,37.9,28.0,5448.0,1089.0,2100.0,1023.0,4.7,474600
-122.5,37.9,27.0,2674.0,565.0,1233.0,547.0,3.4,458300
-122.5,37.9,37.0,2524.0,398.0,999.0,417.0,8.0,500001
-122.5,37.9,44.0,2846.0,551.0,1232.0,537.0,3.9,327200
-122.5,37.9,48.0,2491.0,460.0,937.0,455.0,4.4,370000
-122.5,37.9,48.0,2924.0,489.0,1159.0,505.0,5.6,489000
-122.6,37.9,52.0,2303.0,350.0,859.0,359.0,6.1,500001
-122.5,37.9,30.0,4174.0,739.0,1818.0,705.0,5.6,402900
-122.5,37.9,17.0,4363.0,1041.0,1640.0,989.0,4.0,417600
-122.5,37.9,16.0,1704.0,402.0,689.0,348.0,4.4,267100
-122.5,37.9,41.0,3170.0,622.0,1091.0,528.0,3.8,389200
-122.6,37.9,34.0,1431.0,224.0,503.0,220.0,8.0,453400
-122.6,37.9,48.0,1550.0,253.0,641.0,276.0,8.6,463500
-122.6,37.9,52.0,1972.0,327.0,755.0,345.0,7.2,500001
-122.6,37.9,37.0,1926.0,290.0,721.0,298.0,8.9,500001
-122.6,37.9,48.0,1283.0,278.0,567.0,255.0,3.3,460000
-122.5,37.9,25.0,4921.0,866.0,1913.0,834.0,6.9,413100
-122.5,37.9,30.0,4382.0,732.0,1775.0,745.0,6.8,414400
-122.5,37.9,20.0,1814.0,282.0,658.0,253.0,8.0,400000
-122.5,37.9,36.0,2688.0,485.0,1064.0,449.0,4.5,308600
-122.6,37.9,36.0,1760.0,283.0,562.0,246.0,6.8,402400
-122.5,37.9,33.0,4971.0,836.0,1907.0,795.0,6.1,424400
-122.5,37.9,35.0,4127.0,689.0,1596.0,707.0,5.9,400400
-122.6,37.9,24.0,221.0,41.0,75.0,38.0,5.1,362500
-122.5,37.9,21.0,3904.0,980.0,1949.0,919.0,2.9,258400
-122.5,37.8,19.0,1926.0,593.0,881.0,546.0,2.9,140400
-122.5,37.9,17.0,4333.0,947.0,1650.0,919.0,6.3,346100
-122.5,37.9,35.0,2729.0,538.0,969.0,528.0,6.8,500001
-122.5,37.9,52.0,2175.0,510.0,809.0,503.0,4.5,442000
-122.5,37.9,52.0,3914.0,752.0,1177.0,670.0,6.2,500001
-122.5,37.8,42.0,6297.0,1307.0,2096.0,1205.0,6.5,500001
-122.5,37.8,38.0,240.0,29.0,63.0,34.0,12.3,500001
-122.5,37.9,52.0,176.0,50.0,88.0,46.0,3.8,275000
-122.6,37.8,30.0,833.0,164.0,358.0,143.0,6.8,493800
-122.5,37.9,38.0,1183.0,196.0,628.0,205.0,3.8,478600
-122.7,37.9,42.0,1505.0,324.0,553.0,277.0,4.2,350000
-122.7,37.9,21.0,2845.0,552.0,599.0,250.0,4.3,495800
-122.7,37.9,43.0,1730.0,326.0,629.0,279.0,4.3,238700
-122.7,37.9,23.0,1250.0,257.0,437.0,188.0,3.1,242600
-122.9,38.1,44.0,2602.0,509.0,691.0,343.0,4.3,261500
-122.8,38.1,31.0,1858.0,367.0,701.0,297.0,3.8,270700
-122.9,38.0,28.0,1284.0,265.0,628.0,219.0,3.5,200000
-122.7,38.1,26.0,1445.0,244.0,510.0,207.0,5.6,430000
-122.9,38.3,52.0,1275.0,218.0,627.0,185.0,2.3,163500
-123.0,38.3,20.0,1982.0,358.0,308.0,132.0,3.1,240900
-122.8,38.1,19.0,1615.0,366.0,815.0,337.0,3.5,238800
-122.8,38.2,36.0,2378.0,476.0,957.0,362.0,3.6,253100
-120.2,37.5,25.0,1470.0,341.0,706.0,283.0,1.8,71300
-120.0,37.6,17.0,2116.0,425.0,909.0,319.0,2.7,113100
-120.0,37.5,14.0,2878.0,617.0,1011.0,509.0,1.4,103800
-120.0,37.5,32.0,1312.0,315.0,600.0,265.0,1.5,91500
-120.0,37.4,12.0,2776.0,592.0,1236.0,489.0,2.6,105000
-120.1,37.3,16.0,1667.0,372.0,762.0,283.0,1.8,87500
-120.3,37.6,11.0,2403.0,497.0,890.0,344.0,3.0,120800
-120.2,37.7,13.0,866.0,252.0,369.0,165.0,2.9,70200
-120.0,37.7,17.0,2806.0,600.0,990.0,410.0,2.4,88100
-119.8,37.7,24.0,172.0,42.0,79.0,30.0,3.8,93800
-119.8,37.6,13.0,1713.0,340.0,643.0,241.0,2.7,92400
-119.9,37.5,13.0,2230.0,443.0,920.0,361.0,3.0,112000
-119.8,37.5,17.0,2582.0,553.0,1087.0,423.0,2.5,104200
-119.8,37.5,15.0,989.0,184.0,406.0,151.0,3.2,121900
-119.7,37.5,13.0,1999.0,375.0,750.0,308.0,2.9,96000
-119.8,37.4,14.0,2744.0,555.0,1153.0,474.0,2.8,111100
-119.6,37.8,30.0,2165.0,536.0,1500.0,414.0,3.5,55900
-119.6,37.6,30.0,2857.0,661.0,291.0,135.0,2.7,164600
-123.2,39.7,23.0,608.0,143.0,281.0,108.0,2.9,70000
-123.2,39.8,25.0,1435.0,304.0,746.0,259.0,1.8,57900
-123.2,39.8,25.0,2075.0,435.0,991.0,377.0,1.2,60300
-123.5,39.8,18.0,2130.0,545.0,863.0,346.0,2.4,79200
-123.7,39.9,42.0,1518.0,383.0,656.0,303.0,1.5,69800
-123.8,39.8,19.0,1461.0,340.0,515.0,227.0,1.5,145800
-123.6,39.7,15.0,1839.0,489.0,887.0,332.0,2.2,100000
-123.5,39.7,22.0,2124.0,450.0,1122.0,446.0,2.2,71500
-123.6,39.4,21.0,3359.0,677.0,1908.0,642.0,3.0,140700
-123.8,39.5,24.0,1421.0,291.0,588.0,274.0,2.3,157300
-123.8,39.5,28.0,2492.0,507.0,1202.0,460.0,2.8,150300
-123.7,39.4,32.0,790.0,151.0,380.0,142.0,2.7,165000
-123.8,39.5,47.0,1150.0,244.0,552.0,201.0,2.5,110400
-123.8,39.5,35.0,1718.0,345.0,698.0,299.0,2.9,131600
-123.8,39.4,52.0,1533.0,336.0,754.0,340.0,1.9,95000
-123.8,39.4,49.0,2290.0,482.0,1201.0,479.0,3.5,113300
-123.8,39.4,33.0,2024.0,459.0,1019.0,422.0,1.9,93600
-123.8,39.4,36.0,1330.0,273.0,761.0,286.0,2.8,105800
-123.8,39.4,16.0,2017.0,423.0,1177.0,414.0,3.2,116200
-123.8,39.4,11.0,1804.0,506.0,895.0,451.0,1.8,150000
-123.3,39.5,15.0,2342.0,535.0,1064.0,433.0,1.9,96600
-123.4,39.5,10.0,4086.0,831.0,2111.0,758.0,3.2,104400
-123.3,39.4,22.0,2085.0,432.0,1133.0,402.0,2.4,92600
-123.4,39.4,18.0,3946.0,813.0,1899.0,730.0,2.6,124600
-123.4,39.4,18.0,1619.0,346.0,904.0,295.0,2.2,77200
-123.4,39.4,32.0,2780.0,470.0,1281.0,479.0,3.6,96000
-123.4,39.4,46.0,1748.0,362.0,808.0,330.0,2.9,76900
-123.4,39.4,27.0,1321.0,338.0,779.0,327.0,1.8,71800
-123.4,39.4,21.0,1081.0,254.0,715.0,275.0,1.6,71500
-123.3,39.4,18.0,2821.0,628.0,1636.0,615.0,2.3,84000
-123.1,39.4,19.0,1056.0,248.0,611.0,226.0,1.7,105000
-123.2,39.3,20.0,804.0,121.0,448.0,140.0,4.0,147100
-123.2,39.3,19.0,1026.0,205.0,424.0,152.0,2.9,154200
-123.1,39.3,20.0,2745.0,504.0,1421.0,430.0,3.3,137500
-123.2,39.3,25.0,3066.0,570.0,1558.0,535.0,3.8,134200
-123.2,39.3,16.0,5569.0,1106.0,3148.0,1088.0,3.1,142900
-123.4,39.2,17.0,1087.0,254.0,522.0,202.0,2.6,144500
-123.2,39.2,18.0,243.0,55.0,115.0,54.0,2.1,175000
-123.2,39.2,17.0,3145.0,693.0,1560.0,647.0,2.3,149300
-123.2,39.2,22.0,1542.0,291.0,821.0,285.0,3.6,118800
-123.2,39.2,26.0,786.0,168.0,494.0,161.0,2.4,105400
-123.8,39.4,16.0,1377.0,296.0,830.0,279.0,3.2,151400
-123.8,39.4,23.0,4671.0,912.0,2095.0,857.0,3.2,140500
-123.8,39.3,17.0,1981.0,371.0,773.0,325.0,3.2,277000
-123.7,39.3,18.0,1652.0,352.0,711.0,292.0,3.1,213200
-123.8,39.3,23.0,2754.0,577.0,887.0,432.0,3.4,225000
-123.7,39.2,20.0,4620.0,1042.0,1745.0,794.0,2.4,158800
-123.5,38.9,38.0,1706.0,355.0,506.0,211.0,2.6,165600
-123.7,38.9,17.0,2206.0,478.0,1140.0,428.0,2.2,95300
-123.6,38.8,17.0,5202.0,1037.0,1742.0,803.0,3.1,176100
-123.5,39.2,18.0,2251.0,510.0,1032.0,369.0,2.3,101000
-123.4,39.0,28.0,1416.0,294.0,812.0,258.0,3.4,109400
-123.4,39.0,35.0,1551.0,321.0,857.0,288.0,2.7,115400
-123.2,39.2,17.0,2772.0,576.0,1501.0,584.0,2.6,142100
-123.3,39.1,24.0,5372.0,1051.0,3002.0,992.0,3.1,131100
-123.2,39.1,17.0,1890.0,342.0,877.0,312.0,3.8,159800
-123.2,39.2,45.0,1348.0,265.0,639.0,270.0,3.4,115200
-123.2,39.2,32.0,1149.0,187.0,499.0,208.0,3.7,154600
-123.2,39.1,33.0,1176.0,211.0,529.0,217.0,3.9,144000
-123.2,39.2,36.0,1166.0,216.0,504.0,203.0,3.6,122100
-123.2,39.2,52.0,1370.0,258.0,617.0,228.0,2.6,112900
-123.2,39.1,39.0,1419.0,262.0,661.0,278.0,3.0,114600
-123.2,39.1,27.0,1531.0,266.0,822.0,234.0,4.0,127400
-123.2,39.2,14.0,1908.0,484.0,1195.0,467.0,1.8,82300
-123.2,39.2,29.0,6121.0,1222.0,3595.0,1189.0,2.6,109600
-123.2,39.2,27.0,990.0,238.0,592.0,225.0,2.0,96200
-123.2,39.2,16.0,2577.0,495.0,1232.0,488.0,2.6,125600
-123.2,39.2,31.0,2685.0,675.0,1367.0,626.0,1.7,108900
-123.2,39.1,17.0,1620.0,396.0,878.0,399.0,1.8,109200
-123.2,39.1,26.0,1474.0,417.0,1065.0,401.0,1.4,84400
-123.2,39.1,15.0,2235.0,545.0,1376.0,516.0,1.9,100000
-123.1,39.2,32.0,1143.0,208.0,454.0,188.0,3.8,116100
-123.2,39.2,14.0,2240.0,327.0,1030.0,308.0,6.0,214900
-123.2,39.2,30.0,1904.0,331.0,816.0,325.0,4.4,161900
-123.2,39.1,33.0,1320.0,303.0,1048.0,303.0,1.8,94700
-123.2,39.1,31.0,418.0,82.0,327.0,81.0,2.8,120800
-123.2,39.1,38.0,267.0,57.0,196.0,60.0,2.3,70000
-123.2,38.9,22.0,2163.0,436.0,1048.0,358.0,2.7,95800
-123.1,39.0,36.0,1211.0,247.0,697.0,251.0,2.6,94900
-120.5,37.5,22.0,2704.0,497.0,1432.0,399.0,2.9,83100
-120.7,37.5,33.0,1028.0,226.0,658.0,197.0,2.3,66300
-120.8,37.4,27.0,2295.0,424.0,1252.0,350.0,3.6,123200
-120.8,37.4,18.0,2003.0,398.0,1333.0,411.0,2.8,90500
-120.8,37.4,27.0,949.0,224.0,888.0,241.0,2.3,72800
-120.8,37.4,17.0,2534.0,517.0,1764.0,502.0,2.9,80700
-120.8,37.4,35.0,2436.0,466.0,1730.0,469.0,2.2,85900
-120.7,37.4,11.0,1479.0,341.0,1476.0,327.0,3.3,73800
-120.7,37.4,40.0,680.0,160.0,785.0,175.0,2.6,72700
-120.7,37.4,46.0,860.0,130.0,496.0,147.0,3.5,137500
-120.7,37.3,30.0,2390.0,470.0,1409.0,428.0,2.1,81300
-120.8,37.4,32.0,1656.0,317.0,1037.0,286.0,2.5,88800
-120.7,37.4,37.0,653.0,176.0,827.0,176.0,1.9,64400
-120.7,37.4,22.0,1311.0,319.0,1455.0,340.0,2.3,67300
-120.7,37.4,23.0,1451.0,292.0,1052.0,265.0,2.9,72900
-120.7,37.4,14.0,1979.0,432.0,1756.0,382.0,2.7,71400
-120.8,37.4,7.0,2773.0,530.0,1374.0,505.0,2.6,103800
-120.9,37.4,17.0,3511.0,636.0,1904.0,617.0,3.1,113900
-120.8,37.4,32.0,2892.0,521.0,1580.0,484.0,3.8,164500
-120.9,37.4,32.0,1175.0,208.0,774.0,222.0,3.0,109400
-120.9,37.4,24.0,1294.0,222.0,684.0,221.0,2.7,103100
-120.9,37.3,27.0,2692.0,481.0,1518.0,447.0,2.0,94200
-120.6,37.4,21.0,3157.0,637.0,2268.0,620.0,2.6,70400
-120.6,37.4,19.0,2256.0,449.0,1469.0,435.0,2.5,84600
-120.6,37.3,25.0,1731.0,311.0,810.0,266.0,4.1,107600
-120.6,37.4,16.0,4717.0,1119.0,3589.0,1017.0,2.1,72800
-120.6,37.4,27.0,2083.0,444.0,1462.0,479.0,2.6,69100
-120.6,37.4,39.0,2235.0,412.0,1268.0,402.0,2.7,74600
-120.6,37.4,10.0,3075.0,498.0,1368.0,487.0,4.7,130100
-120.6,37.4,27.0,2521.0,484.0,1307.0,456.0,3.1,86900
-120.6,37.4,16.0,1605.0,282.0,866.0,284.0,4.1,110200
-120.6,37.4,18.0,874.0,203.0,572.0,190.0,1.7,71000
-120.6,37.4,15.0,3455.0,729.0,2014.0,659.0,3.3,83500
-120.6,37.4,8.0,2608.0,428.0,1530.0,435.0,4.0,102100
-120.6,37.4,11.0,3946.0,978.0,2814.0,953.0,2.0,87300
-120.6,37.4,34.0,1722.0,316.0,904.0,315.0,2.5,66100
-120.6,37.4,34.0,1900.0,401.0,1009.0,385.0,2.2,75000
-120.6,37.4,20.0,1457.0,372.0,1000.0,346.0,1.5,69200
-120.6,37.3,18.0,5009.0,826.0,2497.0,805.0,4.2,146300
-120.6,37.3,34.0,1830.0,431.0,1304.0,415.0,2.1,68900
-120.6,37.4,16.0,638.0,303.5,380.0,132.0,1.9,87500
-120.6,37.4,18.0,704.0,176.0,520.0,154.0,3.0,101300
-120.6,37.4,19.0,3874.0,676.0,2441.0,707.0,3.3,88600
-120.6,37.4,15.0,3249.0,613.0,1569.0,595.0,3.5,88000
-120.6,37.4,33.0,3564.0,716.0,2603.0,696.0,2.2,67500
-120.6,37.2,16.0,2236.0,438.0,1361.0,393.0,2.0,125000
-120.6,37.3,21.0,1410.0,229.0,590.0,205.0,3.3,141400
-120.5,37.3,28.0,2159.0,416.0,1283.0,378.0,1.9,83000
-120.5,37.4,18.0,8606.0,1678.0,5303.0,1644.0,2.4,79700
-120.4,37.2,21.0,1684.0,341.0,1052.0,312.0,2.1,95800
-120.5,37.3,13.0,2109.0,477.0,1108.0,466.0,2.3,89600
-120.5,37.3,10.0,1275.0,255.0,620.0,240.0,3.0,118300
-120.5,37.3,13.0,1936.0,384.0,1158.0,367.0,2.8,83200
-120.5,37.3,13.0,3474.0,927.0,2149.0,821.0,2.0,85300
-120.5,37.3,13.0,3641.0,897.0,1737.0,788.0,2.1,130600
-120.5,37.3,15.0,3952.0,984.0,2024.0,1026.0,2.6,121600
-120.5,37.3,16.0,1245.0,231.0,956.0,219.0,3.5,108000
-120.5,37.3,8.0,6146.0,1017.0,2821.0,987.0,4.7,127600
-120.5,37.3,9.0,2934.0,511.0,1227.0,501.0,3.7,117200
-120.4,37.3,16.0,1170.0,178.0,566.0,181.0,5.3,125300
-120.4,37.3,21.0,1318.0,202.0,618.0,197.0,4.8,117800
-120.4,37.3,19.0,3136.0,466.0,1631.0,484.0,3.6,101400
-120.5,37.3,4.0,786.0,116.0,368.0,109.0,6.3,138200
-120.5,37.3,17.0,6111.0,1171.0,2950.0,1104.0,3.3,98800
-120.4,37.3,16.0,3369.0,532.0,1770.0,574.0,5.3,126200
-120.4,37.3,20.0,4379.0,753.0,2055.0,716.0,3.8,133500
-120.5,37.3,26.0,3170.0,572.0,1524.0,565.0,3.5,95300
-120.5,37.3,42.0,2361.0,512.0,1684.0,511.0,2.4,75600
-120.5,37.3,36.0,2162.0,433.0,1048.0,451.0,2.7,81800
-120.5,37.3,45.0,1834.0,421.0,1405.0,407.0,2.1,72400
-120.5,37.3,49.0,2919.0,719.0,1956.0,679.0,1.5,88500
-120.5,37.3,39.0,1015.0,356.0,875.0,313.0,1.5,67000
-120.5,37.3,50.0,985.0,309.0,621.0,250.0,1.3,60900
-120.4,37.3,21.0,6911.0,1341.0,3967.0,1297.0,3.1,95200
-120.5,37.3,35.0,2042.0,378.0,953.0,356.0,2.7,87800
-120.5,37.3,40.0,3693.0,771.0,2102.0,742.0,2.2,75000
-120.5,37.3,36.0,3346.0,739.0,2151.0,713.0,2.3,68300
-120.5,37.3,20.0,4927.0,1042.0,4205.0,1009.0,1.8,79800
-120.5,37.3,29.0,1572.0,456.0,1697.0,429.0,1.8,63200
-120.5,37.3,35.0,1313.0,324.0,1350.0,343.0,1.8,57600
-120.5,37.3,17.0,2414.0,594.0,2487.0,582.0,1.1,62700
-120.5,37.3,16.0,749.0,222.0,1277.0,224.0,1.2,60900
-120.5,37.3,17.0,2266.0,693.0,3200.0,664.0,1.6,60400
-120.5,37.3,19.0,1548.0,319.0,1227.0,309.0,1.8,73300
-120.5,37.3,11.0,1721.0,381.0,1708.0,373.0,2.0,57100
-120.4,37.3,12.0,2855.0,598.0,1658.0,586.0,2.4,81100
-120.4,37.3,18.0,1260.0,268.0,576.0,263.0,1.7,101500
-120.5,37.3,30.0,2972.0,635.0,1940.0,590.0,2.4,72300
-120.4,37.4,15.0,1613.0,203.0,673.0,213.0,5.9,212200
-120.4,37.3,28.0,1401.0,194.5,967.0,257.0,1.6,89400
-120.3,37.3,33.0,993.0,186.0,556.0,175.0,2.4,103600
-120.3,37.3,38.0,576.0,263.5,478.0,112.0,2.3,59600
-120.3,37.3,40.0,1542.0,341.0,1283.0,341.0,1.7,55900
-120.3,37.3,36.0,969.0,206.0,732.0,175.0,1.6,57600
-120.3,37.3,9.0,695.0,188.0,810.0,190.0,1.6,56300
-120.2,37.2,34.0,1656.0,328.0,1110.0,332.0,2.2,59900
-120.2,37.2,31.0,2447.0,465.0,1313.0,352.0,3.4,93800
-120.4,37.3,17.0,605.0,159.0,416.0,83.0,2.0,87500
-121.0,37.2,31.0,1923.0,341.0,806.0,349.0,3.2,97600
-121.0,37.3,45.0,1750.0,371.0,847.0,354.0,1.7,77400
-121.0,37.2,21.0,1937.0,389.0,1002.0,373.0,2.6,96200
-121.0,37.2,16.0,2216.0,458.0,1135.0,424.0,2.7,97500
-121.1,37.2,30.0,2603.0,507.0,1491.0,473.0,3.1,123400
-120.9,37.2,25.0,3301.0,678.0,994.0,306.0,3.2,97200
-121.0,37.1,17.0,1118.0,270.0,560.0,244.0,2.0,112500
-121.0,36.9,33.0,1541.0,313.0,880.0,272.0,2.5,117700
-120.8,37.0,28.0,1689.0,378.0,1057.0,267.0,3.1,156300
-121.0,37.1,43.0,1116.0,222.0,801.0,207.0,2.9,97200
-120.8,37.1,3.0,3425.0,611.0,1588.0,459.0,4.2,147800
-120.8,37.1,16.0,1795.0,362.0,1642.0,340.0,2.5,86300
-120.8,37.1,24.0,1520.0,335.0,882.0,306.0,2.2,100000
-120.8,37.1,14.0,1506.0,380.0,1096.0,352.0,1.1,78500
-120.8,37.1,31.0,2609.0,645.0,1796.0,629.0,1.5,82000
-120.9,37.1,26.0,2036.0,401.0,1343.0,414.0,3.6,88600
-120.9,37.0,29.0,4176.0,779.0,2092.0,741.0,2.6,104200
-120.8,37.0,32.0,2893.0,481.0,1198.0,466.0,3.2,140600
-120.8,37.0,8.0,1944.0,283.0,814.0,276.0,5.4,165500
-120.8,37.1,9.0,97.0,20.0,91.0,22.0,2.9,55000
-120.8,37.1,16.0,3736.0,761.0,1942.0,730.0,2.6,120200
-120.8,37.0,15.0,1385.0,288.0,775.0,255.0,1.9,140600
-120.6,37.1,22.0,886.0,173.0,595.0,161.0,2.4,150000
-120.6,37.0,34.0,1841.0,354.0,1019.0,356.0,1.8,67500
-120.7,37.0,32.0,320.0,73.0,222.0,78.0,2.9,87500
-120.6,37.0,26.0,1787.0,364.0,1548.0,362.0,1.7,49500
-120.6,37.0,20.0,2380.0,489.0,1581.0,505.0,2.1,61300
-120.6,37.0,23.0,2363.0,449.0,1168.0,410.0,2.3,75700
-120.6,37.0,32.0,2455.0,508.0,1344.0,492.0,2.0,69400
-120.7,37.4,18.0,164.0,30.0,104.0,32.0,1.7,87500
-121.2,41.8,42.0,2918.0,576.0,1182.0,440.0,2.1,44000
-121.2,41.3,22.0,2124.0,432.0,829.0,313.0,2.5,57500
-120.9,41.5,21.0,1091.0,208.0,660.0,188.0,2.2,34600
-120.5,41.4,16.0,2843.0,564.0,892.0,386.0,2.5,69100
-120.5,41.8,20.0,1367.0,284.0,429.0,181.0,2.0,47500
-120.1,41.8,34.0,1355.0,262.0,434.0,178.0,2.1,56100
-120.1,41.4,33.0,2820.0,515.0,976.0,403.0,2.6,52600
-120.6,41.6,22.0,9047.0,1831.0,4276.0,1622.0,2.1,47900
-119.5,38.5,14.0,1250.0,272.0,721.0,234.0,2.4,95700
-119.4,38.5,20.0,1963.0,434.0,682.0,273.0,1.6,97800
-119.3,38.3,19.0,3325.0,660.0,750.0,286.0,3.0,114800
-119.0,38.0,15.0,991.0,277.0,419.0,170.0,3.5,82500
-119.1,37.8,12.0,1736.0,352.0,330.0,123.0,3.5,160700
-119.1,37.8,17.0,1631.0,335.0,285.0,128.0,2.8,130000
-118.4,37.7,15.0,2199.0,453.0,899.0,347.0,2.4,107800
-118.7,37.6,20.0,3301.0,779.0,1085.0,448.0,3.7,159300
-119.0,37.6,11.0,3934.0,697.0,901.0,345.0,4.2,242700
-119.0,37.6,14.0,5919.0,1278.0,265.0,112.0,3.2,221400
-119.0,37.6,18.0,1795.0,416.0,483.0,208.0,4.5,169800
-119.0,37.6,20.0,2474.0,625.0,338.0,141.0,5.0,195500
-119.0,37.6,17.0,3769.0,908.0,1160.0,453.0,3.0,188900
-119.0,37.6,13.0,1907.0,544.0,575.0,234.0,3.1,162500
-119.0,37.6,14.0,2284.0,622.0,342.0,137.0,3.1,87500
-119.0,37.6,14.0,1847.0,439.0,238.0,98.0,3.6,137500
-119.0,37.6,10.0,7744.0,1573.0,483.0,224.0,3.3,231800
-121.6,36.7,17.0,4203.0,816.0,2900.0,827.0,4.2,159900
-121.6,36.7,19.0,5015.0,1013.0,3251.0,940.0,4.0,152900
-121.6,36.7,24.0,4195.0,706.0,2200.0,647.0,4.3,177800
-121.6,36.7,30.0,1337.0,253.0,838.0,247.0,5.0,165400
-121.6,36.7,32.0,4089.0,735.0,2927.0,713.0,4.2,142500
-121.6,36.7,29.0,4964.0,1056.0,2773.0,1036.0,3.1,148100
-121.7,36.7,27.0,4131.0,886.0,2002.0,815.0,3.3,157500
-121.7,36.7,33.0,3252.0,630.0,2010.0,641.0,3.4,158100
-121.6,36.7,21.0,7884.0,2011.0,4907.0,1919.0,2.7,160300
-121.6,36.7,16.0,6568.0,1603.0,6012.0,1565.0,2.3,156100
-121.6,36.7,24.0,2591.0,739.0,3243.0,702.0,2.2,108500
-121.6,36.7,37.0,3149.0,833.0,3456.0,788.0,2.9,127600
-121.6,36.7,43.0,2534.0,592.0,2448.0,603.0,2.5,130500
-121.6,36.7,19.0,9899.0,2617.0,11272.0,2528.0,2.0,118500
-121.6,36.7,39.0,3260.0,821.0,3130.0,793.0,2.5,119200
-121.6,36.7,45.0,1827.0,408.0,1507.0,410.0,2.9,129000
-121.6,36.7,31.0,2697.0,690.0,2220.0,665.0,2.5,135200
-121.6,36.7,34.0,2486.0,560.0,2443.0,557.0,2.5,130400
-121.6,36.7,28.0,256.0,66.0,214.0,60.0,3.0,137500
-121.6,36.6,44.0,309.0,121.0,315.0,80.0,1.6,112500
-121.6,36.7,24.0,3174.0,506.0,1466.0,535.0,5.2,248100
-121.6,36.7,30.0,3745.0,767.0,1762.0,748.0,3.2,214200
-121.6,36.7,42.0,4261.0,840.0,2013.0,801.0,3.5,221000
-121.6,36.7,52.0,2351.0,459.0,1169.0,439.0,2.9,169600
-121.6,36.7,28.0,1926.0,556.0,1717.0,535.0,1.9,123200
-121.7,36.7,10.0,913.0,265.0,508.0,251.0,1.0,147500
-121.7,36.7,40.0,2878.0,592.0,1444.0,564.0,3.1,192300
-121.7,36.7,40.0,2497.0,520.0,1275.0,508.0,3.1,193100
